494.735	0	0.567762952
353.01	0	0.999999813
566.055	0	0.50486781
468.223	0	0.469468263
520.881	0	0.458567947
527.267	1	0.999999999
380.301	0	0.000000001
438.995	0	0.548629019
446.028	1	0.556621673
401.329	0	0.546115379
475.37	0	0.998875148
454.922	0	0.525894774
452.946	0	0.530912767
500.084	1	0.000000001
451.184	1	0.485447192
478.461	1	0.000000001
464.768	0	0.000000001
409.992	0	0.999945197
489.43	1	0.601819446
448.253	0	0.606920674
426.054	1	0.999999999
466.775	0	0.999999999
470.557	1	0.99999434
453.768	0	0.490130867
508.143	0	0.532712749
480.784	0	0.999999621
489.419	0	0.999999737
473.811	1	0.999999968
353.766	1	0.999999055
509.24	0	0.576494426
496.565	1	0.558396139
557.543	0	0.999999416
469.92	1	0.999999999
483.705	1	0.999999999
451.146	1	0.999935028
466.293	0	0.999999991
507.587	1	0.553596887
507.073	0	0.999999999
434.783	1	0.562900233
493.552	0	0.486819163
486.401	1	0.999999999
559.492	0	0.477857804
550.453	0	0.489923737
471.895	1	0.999999922
493.626	0	0.554096889
493.466	0	0.481846185
351.749	0	0.427578983
515.607	0	0.000000001
482.057	0	0.451771707
510.606	0	0.457785318
521.683	0	0.501804719
431.29	1	0.510158772
461.41	1	0.518555567
523.535	0	0.000000001
297.051	0	0.970401864
527.873	0	0.000000001
480.132	1	0.000039369
451.537	1	0.000000001
529.48	0	0.516176732
518.519	0	0.475275918
487.024	0	0.496839934
432.936	0	0.999999999
473.888	1	0.999999996
452.128	0	0.000000001
456.775	0	0.5007764
479.085	0	0.999999999
474.526	1	0.49559123
543.673	1	0.433334549
475.946	1	0.999968426
422.889	1	0.993140039
518.324	1	0.55715979
543.296	0	0.500481843
494.773	0	0.000000001
506.697	0	0.427977979
471.899	1	0.430227867
495.567	0	0.543037486
527.484	1	0.510456637
448.591	0	0.508682183
346.456	1	0.000000001
450.858	0	0.000000001
525.38	1	0.000000001
577.62	0	0.000000001
543.601	1	0.431633457
439.725	0	0.000000001
422.009	0	0.505547213
450.429	0	0.52627368
482.488	1	0.999994617
435.474	0	0.999889687
527.211	0	0.000000001
479.543	0	0.430576595
581.057	0	0.424103552
503.259	0	0.432546262
514.622	1	0.462461435
454.38	0	0.000000001
443.099	0	0.000000001
516.448	0	0.500050747
515.849	0	0.99999998
428.05	0	0.554272314
490.089	0	0.52823191
516.331	1	0.999999999
523.359	0	0.999999999
322.996	0	0.514227077
491.268	0	0.536248428
500.581	0	0.999999999
515.58	0	0.000000001
537.738	0	0.000000001
489.397	1	0.474554751
425.003	0	0.000000001
516.064	0	0.000000001
572.661	0	0.475479185
457.439	0	0.485617932
457.086	1	0.520868216
466.902	0	0.000000001
521.289	1	0.45081535
466.841	0	0.000000001
532.103	0	0.99959489
551.307	1	0.21576558
541.418	0	0.000000001
435.529	0	0.000000001
533.671	0	0.482408285
527.859	1	0.000631207
575.822	0	0.50197934
417.986	1	0.999999011
562.608	1	0.462896657
409.12	1	0.000000001
410.186	1	0.524305591
393.493	1	0.515296322
500.284	0	0.999999999
423.824	1	0.486833728
495.248	0	0.523025529
496.807	1	0.571180722
519.59	0	0.567212043
516.431	0	0.526904426
507.665	0	0.523992667
528.326	0	0.000000001
471.085	0	0.000000001
506.628	1	0.406906889
541.675	0	0.477955222
490.653	0	0.000000001
541.348	0	0.982203807
538.218	0	0.000000001
553.655	0	0.000000001
410.667	1	0.000000001
526.742	0	0.000000001
379.95	0	0.000000001
437.415	0	0.412130187
365.781	1	0.000000001
512.806	0	0.477085051
492.996	0	0.000000001
516.187	0	0.000000001
545.309	0	0.000000001
513.886	1	0.000000001
415.781	0	0.990413528
519.517	0	0.000000001
550.858	0	0.982867161
426.08	1	0.000000001
567.282	0	0.000000001
582.347	0	0.412444898
542.926	0	0.442300181
473.507	0	0.000001815
560.679	0	0.164333154
596.475	0	0.522786827
539.116	1	0.522201545
487.425	0	0.507783737
497.319	0	0.999999998
570.786	0	0.520534419
446.936	0	0.537643203
467.176	1	0.529140635
518.651	1	0.999999999
452.555	0	0.999999999
408.625	0	0.50978495
434.769	1	0.522309001
444.877	0	0.514192694
448.151	1	0.999999999
546.592	0	0.448842628
520.341	0	0.486343052
480.283	0	0.502612475
419.01	0	0.000000085
473.961	1	0.479057159
492.945	0	0.999999999
519.577	1	0.516107582
449.994	1	0.000000001
436.796	0	0.99998291
494.175	1	0.505724047
393.488	0	0.509158445
304.743	1	0.505732739
599.074	0	0.488003768
418.583	0	0.999999999
517.478	0	0.999999999
461.933	0	0.999999999
479.418	0	0.999999999
358.941	0	0.637642485
459.755	0	0.999999999
512.054	1	0.683968299
442.008	1	0.680120129
487.954	1	0.999999999
512.265	1	0.706684521
504.238	0	0.999999999
451.476	1	0.999999999
461.381	1	0.999999999
474.459	0	0.999999999
538.998	0	0.999999999
504.657	0	0.000001361
450.163	0	0.999963769
514.821	1	0.568335806
414.651	0	0.974849391
541.041	0	0.519907955
547.765	0	0.000000001
308.968	0	0.000000001
421.991	1	0.000000001
454.008	0	0.449164298
497.88	1	0.975940251
556.025	1	0.468160699
478.397	0	0.999999613
458.765	0	0.000000001
