442.81	1	0.243047827	0.011283693
488.346	0	0.685818067	0.010680784
495.66	0	0.461738386	0.017399406
497.092	0	0.408563101	0.030101866
558.752	0	0.434717926	0.008415015
482.416	0	0.260483399	0.00000361
505.826	0	0.140470111	0.041662969
579.062	0	0.315606631	0.045051372
553.971	0	0.29954929	0.035056299
473.532	1	0.347175553	0.020868661
490.452	0	0.364940145	0.046943602
481.121	0	0.293552068	0.021705154
478.633	0	0.435963288	0.001997211
470.352	0	0.389763808	0.019342709
416.193	0	0.395265299	0.02123247
528.179	0	0.333076755	0.011830155
434.209	0	0.676506786	0.017259202
526.169	0	0.792696387	0.011360612
529.129	0	0.787054109	0.000000076
525.822	0	0.760711216	0.003362197
495.828	1	0.785666598	0.014121048
576.435	0	0.982096496	0.000074757
550.07	1	0.849053207	0.01469678
531.133	0	0.573288483	0.020558424
569.662	0	0.878436267	0.000000001
575.96	0	0.846809783	0.007513053
448.827	0	0.937895003	0.01617787
524.933	0	0.869605642	0.001395037
501.113	0	0.860615018	0.008073709
448.481	1	0.000000001	0.125064932
629.421	0	0.539786518	0.008218889
573.741	0	0.347879332	0.042037125
583.332	0	0.518223279	0.012446241
561.512	0	0.554021209	0.001424693
558.536	0	0.118322934	0.099800076
581.421	0	0.037648555	0.078051083
417.798	0	0.120267208	0.048283624
604.061	0	0.138060942	0.031630775
552.083	0	0.0018514	0.048087418
548.868	0	0.000000001	0.041110204
518.195	1	0.119820728	0.05976801
513.811	1	0.018209628	0.088242547
560.323	0	0.268413367	0.059794008
541.738	0	0.05158573	0.095675823
563.166	0	0.00233606	0.085982696
539.927	0	0.052465262	0.08256199
507.175	0	0.246437906	0.053298117
495.684	1	0.317547366	0.000000001
538.944	0	0.000000001	0.000000001
600.585	0	0.401278123	0.028182793
610.426	0	0.499615814	0.011282837
585.088	0	0.053224481	0.000000001
467.874	0	0.339151419	0.001183374
517.564	0	0.41053522	0.053791645
581.599	0	0.862435348	0.000118208
599.027	1	0.829691491	0.000018704
548.938	1	0.851157652	0.020867926
462.6	1	0.893166157	0.010354757
527.903	0	0.650141201	0.0000045
525.956	0	0.701843744	0.011575083
433.756	0	0.6963923	0.004654725
530.899	0	0.769242618	0.008907309
443.515	0	0.677833382	0.007580749
538.086	0	0.57965006	0.012758874
528.472	0	0.69713565	0.000005597
539.176	0	0.999999959	0.00000004
607.601	0	0.946159056	0.001068247
578.394	0	0.906896207	0.00000917
513.597	0	0.91764502	0.007363045
506.899	0	0.863962742	0.000068896
509.969	1	0.941048416	0.000000061
580.644	0	0.88044002	0.000476489
531.654	0	0.903659373	0.012728901
572.815	0	0.890030041	0.010893245
550.374	1	0.986137269	0.00624531
447.066	0	0.98594589	0.00000252
549.503	0	0.622940225	0.000000007
541.152	1	0.560383007	0.041603509
579.471	0	0.545968104	0.007582727
564.474	1	0.497451672	0.014066721
500.656	0	0.33294872	0.039149809
516.096	1	0.432830938	0.005834798
518.529	0	0.609453691	0.012113309
586.322	1	0.57384332	0.009060181
594.06	0	0.000000001	0.792583561
546.273	1	0.000000001	0.999999998
556.9	0	0.000000001	0.999999998
523.319	0	0.000000001	0.779544932
516.316	0	0.000369899	0.892093713
553.282	0	0.000000001	0.999999998
506.375	0	0.000000001	0.999999998
550.199	0	0.000000001	0.999999998
464.795	0	0.000000001	0.999999998
513.047	0	0.000000001	0.999999998
575.108	0	0.000000001	0.999999998
483.034	1	0.000000001	0.999999998
531.499	0	0.000000001	0.999999998
559.288	1	0.000000001	0.999999998
