559.564	0	0.000000001	0.999999998
510.052	0	0.000000001	0.07063267
521.716	1	0.000000042	0.129471418
530.62	0	0.000000001	0.110024504
446.295	1	0.000000001	0.092379709
554.742	0	0.71729692	0.000000001
527.792	1	0.788826124	0.014489619
517.239	0	0.968954704	0.031044967
559.154	0	0.967325082	0.031477023
537.218	0	0.84642728	0.017427244
550.409	1	0.827187069	0.002481993
536.171	0	0.264853504	0.034451163
492.968	0	0.294209259	0.00678321
545.828	1	0.318558808	0.029959336
548.16	0	0.395047359	0.029492989
480.018	0	0.400335018	0.01713706
453.719	0	0.459343207	0.004849835
459.528	1	0.625118987	0.015500057
494.159	0	0.562773449	0.002592235
526.71	1	0.457535751	0.031895978
575.524	0	0.412016326	0.01737415
488.425	0	0.598639284	0.01380768
560.476	1	0.999999998	0.000000001
534.807	0	0.909175232	0.026659764
449.162	0	0.944141802	0.000000001
503.42	1	0.961366189	0.006766843
611.354	0	0.961411285	0.023040313
339.521	0	0.930605818	0.022186598
478.596	0	0.746357342	0.031641014
458.227	0	0.892112508	0.004807139
555.457	0	0.827119067	0.000000004
513.834	0	0.99999998	0.000000019
557.984	0	0.953615209	0.015485622
573.346	0	0.919836571	0.000005466
586.768	0	0.989938966	0.006908628
489.175	0	0.961125006	0.000003123
381.045	0	0.959971539	0.000000025
477.562	0	0.954512788	0.007539581
596.248	0	0.954216922	0.005722905
488.803	0	0.996901499	0.002467903
502.501	0	0.939866801	0.023197909
546.889	0	0.999881082	0.000118917
475.639	1	0.999089482	0.000001919
537.502	0	0.974443459	0.010051887
560.98	0	0.906901216	0.016663008
602.034	0	0.940065948	0.000063447
555.115	0	0.999999998	0.000000001
564.56	0	0.946770226	0.000000001
549.374	0	0.999803666	0.000040797
538.205	0	0.90997795	0.002034802
554.412	0	0.994679194	0.003821023
476.177	0	0.898403941	0.000000001
521.052	0	0.905414549	0.00094923
563.104	0	0.999999998	0.000000001
512.669	1	0.948482447	0.001013628
581.42	0	0.999999998	0.000000001
555.852	0	0.920987311	0.007948968
530.682	1	0.74318602	0.007406182
469.65	0	0.65150171	0.014037824
499.7	1	0.745916504	0.008043999
543.006	0	0.606073111	0.000000012
541.358	0	0.419095535	0.035832068
541.426	0	0.588333514	0.016788927
544.479	0	0.513622573	0.028225977
530.16	1	0.000000001	0.110652934
555.042	0	0.872753892	0.000000001
499.645	0	0.834785499	0.006518587
572.541	0	0.93466042	0.000053205
461.569	0	0.999937982	0.000062017
511.408	1	0.905993603	0.005677271
560.353	1	0.62645975	0.003865123
542.808	0	0.52811796	0.012994996
489.463	1	0.511618197	0.003159422
513.456	0	0.596933047	0.014803852
525.947	0	0.000000001	0.076141079
412.414	0	0.054113326	0.11823965
523.018	0	0.035264861	0.129529527
577.198	0	0.000000004	0.196417695
397.177	0	0.000000001	0.089965139
590.85	0	0.000000001	0.095495793
352.268	0	0.032075629	0.136539462
439.721	0	0.121421745	0.081414698
460.692	1	0.044050315	0.114142299
510.129	1	0.000000001	0.0228334
573.551	0	0.806622324	0.015565232
486.417	1	0.791431202	0.000171194
497.385	0	0.770937468	0.007948659
583.241	0	0.549500466	0.003402166
498.398	0	0.561043253	0.029621352
